recipe_name,directions,category,nutrition,img_src,ingredients_parsed,tags,total_mins
Ponche de Frutas (Fruit Punch),"In a large punch bowl combine orange juice lemon juice grapes plums and pineapple. Stir in sugar. Pour in tea and crushed ice.









",Cuisine,"Total Fat: 0.0, Saturated Fat: 0, Total Carbohydrate: 21.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/sEBEipY0t1FK2Xw2loMUM-_zjqs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/438700-4d4b460eb5c641cba4a8d32530dd40fb.jpg,quantity: 3.0 unit: piece ingredient: lemons quantity: 225 unit: g ingredient: seedless green grapes quantity: 225 unit: g ingredient: plums quantity: 1.0 unit: piece ingredient: fresh pineapple - peeled quantity: 210 unit: g ingredient: white sugar quantity: 960 unit: ml ingredient: strong brewed black tea quantity: 960 unit: ml ingredient: crushed ice,"black tea, grape, ice, lemon, orange, pineapple, plum, sugar",20
Rogaliki (Polish Jam-Filled Crescents),"Stir milk and yeast together in a bowl until smooth. Set aside until foamy about 10 minutes.
Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper.
Combine flour butter sour cream sugar eggs and egg yolks in a large bowl. Stir in yeast mixture. Mix well using an electric mixer at first then using your hands.
Turn out dough onto a floured work surface and knead until smooth adding more flour 1 tablespoon at a time if dough is sticking to your hands. Form dough into a long log and cut into 1 1/2-inch rounds. Cover rounds with a cloth.
Roll each round of dough into a thin circle. Cut the circle into six triangles as you would a pizza. Place 1 teaspoon jam at the wider end of each triangle then roll up like a croissant. Place on the prepared baking sheet. Repeat until all the dough is used up.
Bake in the preheated oven until rogaliki have risen and are golden brown about 20 minutes. Remove from oven and cool completely about 30 minutes.
Place confectioners sugar in a bowl and stir in water 1 tablespoon at a time until a drizzling consistency is reached. Drizzle icing over cooled rogaliki.









",Cuisine,"Total Fat: 12.0, Saturated Fat: 7.0, Total Carbohydrate: 31.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/85RQDvCp4Iz9ngUH4eraAXTUSn8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5171050-65388ccea13d40819278a653dbfad00f.jpg,"quantity: 105 unit: g ingredient: milk quantity: 704 unit: g ingredient: all-purpose flour quantity: 513 unit: g ingredient: unsalted butter quantity: 60 unit: g ingredient: sour cream quantity: 60 unit: g ingredient: white sugar quantity: 2.0 unit: piece ingredient: eggs quantity: 3.0 unit: piece ingredient: egg yolks quantity: 360 unit: ml ingredient: plum jam quantity: 525 unit: g ingredient: ""confectioners sugar"" quantity: 30 unit: g ingredient: water","butter, cream, egg, egg yolk, flour, milk, plum, plum jam, sour cream, sugar, water",120
Zwetschekuchen (German Plum Tart),"Place the flour 1 1/3 cup of sugar lemon peel cinnamon and butter into the work bowl of a food processor and process until the mixture turns grainy. Stop the machine add eggs and egg yolks and process in the machine until the mixture gathers itself up into one dough ball. If the dough doesnt ball up stop the machine sprinkle several drops of water onto the dough and process again. Place the dough into a covered container and refrigerate at least 3 hours or preferably overnight.
The next day preheat oven to 350 degrees F (175 degrees C). Allow the dough to rest at room temperature for about 30 minutes to warm up.
Roll out the dough on a well-floured surface to make a 9 1/2-inch circle. Dough will be rich and sticky. Scrape up the dough circle and press into a 9-inch pie dish. Quarter and slice the plums and place skin sides down onto the dough in a neat ring starting at the outer edge and working in a neat row towards the center.
Bake in the preheated oven until the plums are bubbling hot and the crust starts to brown about 45 minutes.
Allow the tart to cool and sprinkle with 1 tablespoon of sugar before serving.",Cuisine,"Total Fat: 18.0, Saturated Fat: 10.0, Total Carbohydrate: 68.0, Dietary Fiber: 3.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/-ETcMwwxH9h9X2BbxWSnlvKiQEk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3995717-65158d0827a5460d8b660e3b828a870e.jpg,quantity: 279 unit: g ingredient: white sugar quantity: 5 unit: g ingredient: grated fresh lemon peel quantity: 1 unit: g ingredient: ground cinnamon quantity: 228 unit: g ingredient: butter quantity: 2.0 unit: piece ingredient: eggs quantity: 2.0 unit: piece ingredient: egg yolks quantity: 5 unit: g ingredient: water quantity: 1350 unit: g ingredient: Italian prune plums quantity: 15 unit: g ingredient: white sugar,"butter, cinnamon, egg, egg yolk, flour, lemon, plum, prune, sugar, water",315
Plum Buckle,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish.
Place the plums into the bottom of the prepared baking dish. In a large bowl mash together 2/3 cup butter with 1 1/2 cup of white sugar until the mixture is smooth and creamy. Beat in eggs one at a time. Stir in 3 cups of flour the baking powder and salt. Mix in the milk and vanilla extract to make a smooth batter. Pour the batter over the plums. Mix 1 cup of sugar 1/2 cup of butter 1/4 cup of flour and cinnamon together in a bowl to make a crumbly topping; spread over the batter.
Bake in the preheated oven until a toothpick inserted in the center of the cake comes out clean 45 to 50 minutes.",Desserts,"Total Fat: 20.0, Saturated Fat: 12.0, Total Carbohydrate: 81.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/U3gqNb9jGEe6KdSYSW_rFqqlAkE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/491854-ecc3bfcb2fce4c359c43dafe14f004a9.jpg,quantity: 153 unit: g ingredient: butter quantity: 315 unit: g ingredient: white sugar quantity: 2.0 unit: piece ingredient: eggs quantity: 384 unit: g ingredient: sifted all-purpose flour quantity: 15 unit: g ingredient: baking powder quantity: 2 unit: g ingredient: salt quantity: 480 unit: ml ingredient: milk quantity: 10 unit: g ingredient: vanilla extract quantity: 210 unit: g ingredient: white sugar quantity: 114 unit: g ingredient: butter quantity: 32 unit: g ingredient: all-purpose flour quantity: 5 unit: g ingredient: cinnamon,"baking powder, butter, cinnamon, egg, flour, milk, plum, salt, sugar, vanilla, vanilla extract",75
Zucchini Plum Bread,"Preheat oven to 350 degrees F (175 degrees C). Line 2 bread pans with parchment paper or spray with cooking spray.
Whisk zucchini oil 1 cup white sugar brown sugar eggs and vanilla extract together in a bowl until well mixed. Combine all-purpose flour whole wheat flour baking soda salt 1 teaspoon cinnamon and baking powder together in a separate bowl. Gradually stir flour mixture into zucchini mixture until batter is just combined; fold in plums. Pour batter into the prepared pans.
Mix 1 tablespoon white sugar and 1 teaspoon cinnamon together in a small bowl; sprinkle over batter.
Bake in the preheated oven until a toothpick inserted into the center comes out clean about 1 hour. Cool in the pans for 10 minutes before removing to cool completely on a wire rack.",Breakfast and Brunch,"Total Fat: 10.0, Saturated Fat: 1.0, Total Carbohydrate: 32.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/OLLXDSnL2qnv-ERWJMz9ygKVzsY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1054130-f4f1aa897bd44b68b9b78afd534474f7.jpg,quantity: 240 unit: ml ingredient: vegetable oil quantity: 210 unit: g ingredient: white sugar quantity: 210 unit: g ingredient: packed brown sugar quantity: 3.0 unit: piece ingredient: eggs quantity: 10 unit: g ingredient: vanilla extract quantity: 256 unit: g ingredient: all-purpose flour quantity: 128 unit: g ingredient: whole wheat flour quantity: 5 unit: g ingredient: baking soda quantity: 5 unit: g ingredient: salt quantity: 5 unit: g ingredient: ground cinnamon quantity: 2 unit: g ingredient: baking powder quantity: 720 unit: ml ingredient: chopped plums quantity: 15 unit: g ingredient: white sugar quantity: 5 unit: g ingredient: ground cinnamon,"baking powder, baking soda, brown sugar, cinnamon, egg, flour, oil, plum, salt, sugar, vanilla, vanilla extract, vegetable oil, whole wheat flour, zucchini",85
Spinach Pomegranate Salad,"Place spinach into a salad bowl. Top with walnuts feta red onion alfalfa sprouts and pomegranate seeds. Drizzle with vinaigrette.











Amanda
",Salad,"Total Fat: 21.0, Saturated Fat: 6.0, Total Carbohydrate: 15.0, Dietary Fiber: 3.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/MFs9Ph1Ra0y3hUnMkSJxrjovhgQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/127167_Spinach-Pomegranat-Salad_Amanda_4576767_original-1x1-1-b60fc7cb05ac458b97030ccbabf41a7c.jpg,quantity: 120 unit: ml ingredient: walnut pieces quantity: 120 unit: ml ingredient: crumbled feta quantity: 0.25 unit: piece ingredient: medium red onion quantity: 60 unit: ml ingredient: alfalfa sprouts (Optional) quantity: 120 unit: ml ingredient: pomegranate seeds quantity: 60 unit: g ingredient: balsamic vinaigrette,"alfalfa sprout, feta, onion, pomegranate, pomegranate seed, red onion, spinach, walnut",10
Christmas Pomegranate Salad,Toss leafy greens pomegranate seeds blue cheese and walnuts together in a medium-sized salad bowl. Add cranberry vinaigrette just before serving.,Salad,"Total Fat: 17.0, Saturated Fat: 5.0, Total Carbohydrate: 22.0, Dietary Fiber: 3.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/6Mo9DEcorHiAqGhtOKOJdohanxE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/JD_25825-4x3-1-a40f6990d57b468187c162e4dcfd15a4.jpg,quantity: 120 unit: ml ingredient: pomegranate seeds quantity: 79 unit: ml ingredient: crumbled blue cheese quantity: 60 unit: ml ingredient: crushed walnuts quantity: 60 unit: ml ingredient: cranberry vinaigrette,"blue cheese, cheese, cranberry, pomegranate, pomegranate seed, walnut",10
Brendas Apple and Pomegranate Crisp,"Preheat the oven to 375 degrees F (190 degrees C). Butter a 9x13-inch baking dish.
In a large bowl toss together the apples pomegranate seeds brown sugar cinnamon and nutmeg. Spread evenly into the prepared pan. In the same bowl stir together the oats flour and sugar. Rub in the butter between your fingers until the mixture resembles coarse crumbs. Sprinkle over the top of the fruit.
Bake for 45 minutes in the preheated oven or until the apples are soft. Let stand 10 minutes before serving. Serve warm or at room temperature.",Desserts,"Total Fat: 12.0, Saturated Fat: 7.0, Total Carbohydrate: 47.0, Dietary Fiber: 3.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/BSaDmeRObXddQvHe8zraPkfEXVA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/JD_25937-4x3-1-1bab77a2b63d4f7dbb15286aedb21945.jpg,quantity: 0.5 unit: piece ingredient: pomegranate quantity: 105 unit: g ingredient: brown sugar quantity: 15 unit: g ingredient: ground cinnamon quantity: 2 unit: g ingredient: ground nutmeg quantity: 120 unit: ml ingredient: rolled oats quantity: 64 unit: g ingredient: all-purpose flour quantity: 105 unit: g ingredient: white sugar quantity: 114 unit: g ingredient: unsalted butter,"apple, brown sugar, butter, cinnamon, flour, nutmeg, oat, pomegranate, rolled oat, sugar",70
Pomegranate Holiday Cocktail,"Fill 2 highball glasses and a cocktail shaker with ice.
Add vodka pomegranate juice lime juice and orange-flavored liqueur to the cocktail shaker and secure the lid. Place one hand on the lid and one hand on the shaker; shake vigorously until the outside of the shaker frosts about a slow count to 10.
Pour evenly into the prepared glasses. Top with soda and pomegranate seeds; stir before serving.",Drinks Recipes,"Total Fat: 0.0, Saturated Fat: 0, Total Carbohydrate: 12.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/soG8iIRTTXXp346oWmR7Q4YHK5g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/JD_25967-4x3-1-05644c4aeb014d16a8468f6eb7ce4dcf.jpg,quantity: 2.0 unit: piece ingredient: fluid ounces vodka quantity: 2.0 unit: piece ingredient: fluid ounces pomegranate juice quantity: 1.0 unit: piece ingredient: lime quantity: 0.5 unit: piece ingredient: fluid ounce orange-flavored liqueur quantity: 2.5 unit: piece ingredient: fluid ounces club soda quantity: 5 unit: g ingredient: pomegranate seeds,"club soda, fluid ounce orange-flavored liqueur, ice, juice, lime, orange, pomegranate, pomegranate juice, pomegranate seed, vodka",5
Pomegranate Jelly,"Combine sugar and pomegranate and lemon juices in a large stainless steel saucepan. Bring to boil over high heat; at once stir in liquid pectin. Bring to a full rolling boil and boil for exactly 30 seconds. Remove from heat and skim off foam.
Ladle into hot sterilized jars to within about 1/4 inch of the top. Seal then process in a boiling water canner for 5 minutes.",Side Dish,"Total Fat: 0, Saturated Fat: 0, Total Carbohydrate: 12.0, Dietary Fiber: 0.0, Total Sugars: 11.0, Protein: 0",https://www.allrecipes.com/thmb/TSXIT7_pwT2JdSkhTU0PcLRz8y0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/434157-b2c0ab08d2374e41829b07e6b4bcf568.jpg,quantity: 960 unit: ml ingredient: pomegranate juice quantity: 2.0 unit: piece ingredient: lemons quantity: 1.0 unit: piece ingredient: container liquid pectin,"juice, lemon, liquid pectin, pectin, pomegranate, pomegranate juice, sugar",15
Lamb Braised in Pomegranate,"Preheat the oven to 300 degrees F (150 degrees C).
Generously season lamb chops with salt and black pepper.
Heat vegetable oil in a Dutch oven over high heat. Place lamb chops in Dutch oven and cook until browned on all sides about 8 minutes. Transfer lamb to a plate and reduce heat to medium.
Stir onion and a pinch of salt into the Dutch oven; cook until onions are slightly golden about 3 minutes. Stir in garlic and cook for 30 seconds.
Pour pomegranate juice into the Dutch oven and scrape any browned bits off of the bottom of the pot. Pour in balsamic vinegar increase heat to high and bring to a boil.
Stir mint leaves rosemary and red pepper flakes into pomegranate juice mixture. Continue to boil until liquid is reduced by half about 10 minutes. Return lamb and any accumulated juices to the Dutch oven spoon pomegranate mixture over lamb and cover.
Cook in the preheated oven until lamb is fork tender about 2 hours.
Transfer lamb to a plate and set the Dutch oven on the stovetop over high heat. Bring pomegranate mixture to a boil; cook skimming any fat that accumulates until liquid is reduced by 1/3 about 5 minutes.
Stir in honey and season with salt and black pepper. Return lamb to the Dutch oven; stir to combine. Garnish with pomegranate seeds sliced mint leaves and pumpkin seeds.











Chef John/Allrecipes
",Meat and Poultry,"Total Fat: 34.0, Saturated Fat: 14.0, Total Carbohydrate: 23.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/SRajaVq5MFb4k8PdYWT2ucGVGQM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3548121-6199f4d67e144fb6a95bb0b1fb2f64c9.jpg,quantity: 15 unit: g ingredient: vegetable oil quantity: 1.0 unit: piece ingredient: onion quantity: 1 unit: g ingredient: salt quantity: 4.0 unit: piece ingredient: cloves garlic quantity: 480 unit: ml ingredient: pomegranate juice quantity: 79 unit: ml ingredient: aged balsamic vinegar quantity: 8.0 unit: piece ingredient: fresh mint leaves quantity: 1 unit: g ingredient: dried rosemary quantity: 1 unit: g ingredient: red pepper flakes quantity: 15 unit: g ingredient: honey quantity: 30 unit: g ingredient: pomegranate seeds quantity: 15 unit: g ingredient: sliced fresh mint leaves quantity: 15 unit: g ingredient: pumpkin seeds,"balsamic vinegar, garlic, honey, juice, lamb, mint, oil, onion, pepper, pomegranate, pomegranate juice, pomegranate seed, pumpkin, pumpkin seed, red pepper, rosemary, salt, vegetable oil, vinegar",165
